rating,searchterm,address,types,name,id,rating_n,populartimes,coordinates
3.8,"hong kong kitchen 24 Clementi Rd, Singapore 129753","24 Clementi Rd, Singapore 129753","['restaurant', 'food', 'point_of_interest', 'establishment']",hong kong kitchen,ChIJD2KRPfwa2jERpjI_2ZxVBRA,13,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 36, 15, 3, 3, 12, 24, 39, 45, 36, 18, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24, 39, 21, 3, 6, 15, 30, 45, 54, 51, 39, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 15, 3, 3, 6, 21, 39, 51, 42, 24, 6, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33, 63, 15, 6, 9, 18, 36, 60, 72, 57, 33, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 12, 12, 24, 63, 87, 66, 54, 48, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 9, 12, 12, 15, 18, 36, 100, 87, 24, 6, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 51, 57, 42, 39, 57, 84, 96, 81, 51, 24, 0], 'name': 'Sunday'}]","{'lat': 1.2929463, 'lng': 103.7686781}"
4.2,"Tenderbest 150 Pandan Gardens, Singapore 609335","150 Pandan Gardens, Singapore 609335","['restaurant', 'food', 'point_of_interest', 'establishment']",Tenderbest,ChIJw0gtl6Ma2jERo7_a_JmINdc,16,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 54, 50, 18, 4, 0, 4, 9, 27, 31, 27, 13, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 36, 4, 4, 0, 4, 4, 13, 45, 54, 13, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 59, 100, 36, 9, 13, 22, 27, 22, 18, 9, 4, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72, 72, 4, 0, 0, 4, 18, 45, 59, 40, 13, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77, 81, 13, 4, 9, 27, 45, 59, 54, 40, 18, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 9, 18, 13, 13, 27, 50, 45, 27, 63, 36, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 86, 22, 18, 22, 22, 36, 68, 81, 45, 9, 0], 'name': 'Sunday'}]","{'lat': 1.320763, 'lng': 103.7473834}"
3.4,"McDonald's 623 Choa Chu Kang Street 62, Singapore 680623","623 Choa Chu Kang Street 62, Singapore 680623","['restaurant', 'food', 'point_of_interest', 'establishment']",McDonald's,ChIJQfPiz-8R2jER5uaRyKd8vDE,32,"[{'data': [27, 18, 12, 8, 10, 6, 5, 5, 5, 5, 6, 6, 8, 10, 10, 12, 12, 12, 12, 12, 15, 24, 41, 50], 'name': 'Monday'}, {'data': [37, 24, 15, 12, 5, 6, 10, 10, 6, 5, 5, 8, 10, 10, 10, 10, 8, 10, 13, 20, 29, 37, 41, 41], 'name': 'Tuesday'}, {'data': [36, 27, 17, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 12, 22, 31, 27, 22, 34, 62, 75], 'name': 'Wednesday'}, {'data': [58, 31, 13, 8, 6, 8, 12, 15, 17, 15, 10, 6, 5, 6, 10, 13, 17, 18, 17, 18, 27, 39, 53, 58], 'name': 'Thursday'}, {'data': [51, 36, 20, 10, 10, 8, 8, 8, 8, 10, 10, 12, 13, 13, 15, 17, 17, 18, 18, 20, 29, 51, 81, 100], 'name': 'Friday'}, {'data': [86, 55, 27, 13, 8, 8, 8, 8, 10, 10, 10, 12, 12, 12, 12, 12, 10, 10, 10, 12, 18, 37, 65, 87], 'name': 'Saturday'}, {'data': [82, 56, 29, 13, 6, 8, 10, 12, 13, 15, 15, 17, 17, 17, 15, 13, 13, 13, 15, 20, 27, 34, 37, 34], 'name': 'Sunday'}]","{'lat': 1.3979156, 'lng': 103.7470217}"
4.0,"Necessary Provisions 21 Eng Kong Terrace, Singapore 598993","21 Eng Kong Terrace, Singapore 598993","['restaurant', 'food', 'point_of_interest', 'establishment']",Necessary Provisions,ChIJGzSbymQQ2jERt0XKIIYqGP0,99,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 41, 44, 45, 47, 48, 51, 51, 48, 41, 31, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 27, 25, 27, 30, 34, 35, 34, 31, 25, 18, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 48, 52, 52, 51, 50, 51, 55, 55, 47, 31, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 75, 88, 97, 100, 97, 88, 75, 60, 44, 30, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 45, 68, 85, 90, 80, 60, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3363914, 'lng': 103.7681553}"
3.2,"Sakae Sushi 28 Boon Lay Way, #01-175/176 Tradehub 21, Singapore 609971","28 Boon Lay Way, #01-175/176 Tradehub 21, Singapore 609971","['restaurant', 'food', 'point_of_interest', 'establishment']",Sakae Sushi,ChIJgfDeyQoQ2jERGTY0XyWQ8BQ,21,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 27, 23, 9, 2, 3, 21, 50, 33, 6, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 21, 13, 10, 19, 29, 36, 34, 20, 7, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 41, 45, 26, 16, 20, 26, 38, 41, 19, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 50, 42, 16, 8, 17, 33, 39, 29, 13, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 45, 26, 5, 3, 17, 50, 70, 51, 19, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 29, 34, 25, 12, 20, 63, 100, 69, 20, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 38, 33, 15, 8, 29, 75, 99, 63, 20, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3281438, 'lng': 103.7518626}"
4.0,"McDonald's 533 Choa Chu Kang Street 51, Singapore 680533","533 Choa Chu Kang Street 51, Singapore 680533","['restaurant', 'food', 'point_of_interest', 'establishment']",McDonald's,ChIJQfPiz-8R2jERpWggVlRF20o,9,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 21, 34, 43, 43, 43, 21], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 21, 43, 52, 47, 30, 13], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 8, 8, 8, 4, 8, 30, 65, 86, 86, 47], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 13, 39, 65, 73, 52, 21], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 8, 13, 17, 21, 17, 13, 13, 30, 60, 91, 100, 69], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 8, 13, 13, 8, 4, 4, 4, 13, 47, 78, 91, 95, 73], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 13, 21, 30, 30, 30, 34, 52, 78, 91, 86, 56, 21], 'name': 'Sunday'}]","{'lat': 1.3920398, 'lng': 103.743355}"
3.9,"Haq-Insaf's Eating House 15 Jln Mas Puteh, Singapore 128620","15 Jln Mas Puteh, Singapore 128620","['restaurant', 'food', 'point_of_interest', 'establishment']",Haq-Insaf's Eating House,ChIJgbvZzJIa2jERA_EYwVf9Aws,47,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 21, 28, 36, 47, 60, 68], 'name': 'Monday'}, {'data': [62, 45, 24, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 19, 32, 46, 61, 72, 75], 'name': 'Tuesday'}, {'data': [67, 49, 29, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 19, 26, 42, 59, 70, 71], 'name': 'Wednesday'}, {'data': [60, 43, 26, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 14, 27, 43, 59, 70, 72], 'name': 'Thursday'}, {'data': [64, 48, 32, 18, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 14, 23, 35, 51, 70, 84], 'name': 'Friday'}, {'data': [84, 70, 46, 26, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 17, 18, 26, 52, 92, 100], 'name': 'Saturday'}, {'data': [75, 65, 60, 33, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 17, 26, 40, 56, 58, 46], 'name': 'Sunday'}]","{'lat': 1.3083157, 'lng': 103.7616991}"
3.8,"Oppa BBQ 2 Jurong East Central 1, #03-10 JCube, Singapore 609731","2 Jurong East Central 1, #03-10 JCube, Singapore 609731","['restaurant', 'food', 'point_of_interest', 'establishment']",Oppa BBQ,ChIJq8ZwjAUQ2jER1euBIGbZGc8,14,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 42, 52, 47, 31, 26, 36, 42, 42, 36, 26, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 52, 84, 63, 31, 21, 31, 42, 47, 42, 31, 15, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 42, 63, 68, 63, 57, 68, 78, 84, 73, 52, 31, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 47, 63, 47, 26, 21, 36, 52, 57, 47, 26, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 47, 63, 47, 26, 36, 68, 100, 100, 68, 31, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 52, 52, 47, 52, 78, 94, 89, 63, 42, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 47, 52, 36, 26, 42, 63, 78, 73, 47, 26, 0], 'name': 'Sunday'}]","{'lat': 1.3331864, 'lng': 103.7402393}"
4.2,"Ajiya Okonomiyaki Restaurant 104 Jln Jurong Kechil, Singapore 598603","104 Jln Jurong Kechil, Singapore 598603","['restaurant', 'food', 'point_of_interest', 'establishment']",Ajiya Okonomiyaki Restaurant,ChIJG5k102MQ2jER0OMTkkFt5XI,45,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 30, 21, 0, 0, 6, 27, 65, 75, 41, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 21, 0, 0, 19, 40, 59, 58, 38, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 23, 8, 0, 0, 9, 30, 58, 60, 33, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 15, 0, 0, 11, 34, 68, 86, 67, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 46, 26, 0, 0, 31, 61, 84, 81, 55, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 44, 0, 0, 45, 80, 100, 80, 41, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3408746, 'lng': 103.7724487}"
4.1,"Enaq 303 Jurong East Street 32, Singapore 600303","303 Jurong East Street 32, Singapore 600303","['restaurant', 'food', 'point_of_interest', 'establishment']",Enaq,ChIJ5XjbxhgQ2jERM4SnMVct6-Q,187,"[{'data': [0, 0, 0, 0, 0, 0, 0, 16, 35, 49, 54, 52, 49, 47, 42, 33, 26, 25, 34, 48, 57, 54, 40, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 15, 29, 27, 24, 34, 49, 54, 44, 31, 27, 33, 44, 52, 51, 40, 26, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 16, 30, 44, 54, 59, 56, 48, 40, 33, 29, 28, 31, 42, 61, 69, 54, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 14, 27, 43, 57, 65, 66, 58, 45, 31, 22, 24, 40, 65, 82, 78, 53, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 17, 30, 44, 56, 63, 62, 55, 43, 30, 21, 21, 35, 58, 76, 76, 56, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 16, 33, 52, 66, 70, 64, 52, 40, 33, 30, 31, 36, 54, 84, 100, 74, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 12, 27, 45, 61, 71, 70, 60, 46, 33, 28, 33, 44, 56, 60, 54, 40, 0], 'name': 'Sunday'}]","{'lat': 1.3446766, 'lng': 103.7354024}"
4.0,"Daisy's Dream Kitchen 517 West Coast Rd, Singapore 120517","517 West Coast Rd, Singapore 120517","['restaurant', 'food', 'point_of_interest', 'establishment']",Daisy's Dream Kitchen,ChIJdw9r2-wa2jERGnTgPE-UVEg,30,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 72, 74, 30, 0, 0, 0, 21, 36, 40, 30, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 50, 50, 18, 0, 0, 0, 12, 20, 21, 16, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 100, 67, 12, 0, 0, 0, 23, 38, 23, 7, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 50, 45, 25, 0, 0, 0, 29, 32, 23, 10, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 23, 14, 0, 0, 0, 32, 60, 60, 32, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 43, 21, 0, 0, 0, 63, 67, 38, 10, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3074884, 'lng': 103.760142}"
4.3,"KEK Pandan Gardens #01-12, 200 Pandan Gardens, Singapore 609336","#01-12, 200 Pandan Gardens, Singapore 609336","['restaurant', 'food', 'point_of_interest', 'establishment']",KEK Pandan Gardens,ChIJ92NBi6Ma2jERml6jzJfHuiw,41,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 62, 50, 10, 0, 0, 12, 20, 28, 26, 13, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 44, 33, 10, 0, 0, 11, 29, 41, 29, 11, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 56, 32, 6, 0, 0, 11, 23, 27, 19, 7, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 51, 34, 6, 0, 0, 5, 21, 42, 44, 24, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 59, 62, 22, 0, 0, 12, 32, 48, 41, 21, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 14, 9, 0, 0, 18, 42, 62, 58, 35, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 42, 44, 19, 0, 0, 18, 55, 98, 100, 59, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3208387, 'lng': 103.7466923}"
4.0,"Al Ayza Restaurant 508 Jurong West Street 52, Singapore 640508","508 Jurong West Street 52, Singapore 640508","['restaurant', 'food', 'point_of_interest', 'establishment']",Al Ayza Restaurant,ChIJIWql3dwP2jER2Vofb-ef4Y8,96,"[{'data': [24, 13, 3, 1, 1, 1, 2, 32, 53, 38, 30, 54, 75, 62, 35, 24, 28, 38, 47, 52, 52, 47, 38, 26], 'name': 'Monday'}, {'data': [15, 6, 1, 1, 1, 1, 1, 26, 47, 38, 35, 60, 79, 66, 38, 22, 24, 35, 47, 55, 58, 54, 45, 32], 'name': 'Tuesday'}, {'data': [19, 8, 1, 1, 1, 1, 1, 15, 42, 37, 36, 50, 56, 50, 37, 28, 27, 32, 41, 48, 52, 52, 47, 39], 'name': 'Wednesday'}, {'data': [29, 18, 8, 0, 1, 1, 1, 24, 51, 43, 33, 52, 72, 62, 36, 21, 24, 34, 45, 52, 54, 51, 42, 30], 'name': 'Thursday'}, {'data': [18, 7, 1, 1, 1, 1, 1, 32, 62, 54, 36, 36, 43, 45, 38, 28, 23, 25, 33, 44, 54, 59, 57, 49], 'name': 'Friday'}, {'data': [37, 23, 10, 1, 1, 1, 1, 19, 52, 79, 82, 69, 56, 45, 35, 27, 26, 31, 41, 52, 61, 65, 63, 54], 'name': 'Saturday'}, {'data': [43, 29, 16, 5, 1, 1, 2, 22, 54, 84, 100, 96, 82, 69, 59, 51, 47, 48, 52, 56, 57, 54, 46, 35], 'name': 'Sunday'}]","{'lat': 1.3487191, 'lng': 103.7187866}"
4.0,"Ministry of Ribs 416 Pandan Gardens, #01-125/126, Singapore 600416","416 Pandan Gardens, #01-125/126, Singapore 600416","['restaurant', 'food', 'point_of_interest', 'establishment']",Ministry of Ribs,ChIJS1P8uKMa2jERA9Fs_REAZ9E,53,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 65, 77, 69, 49, 33, 32, 43, 54, 55, 42, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 59, 71, 58, 40, 38, 50, 63, 68, 63, 50, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 88, 88, 58, 28, 20, 35, 60, 75, 68, 44, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 70, 100, 78, 37, 21, 33, 56, 75, 79, 67, 44, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 41, 50, 43, 30, 28, 43, 66, 81, 79, 59, 34, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 48, 52, 40, 28, 32, 53, 78, 88, 74, 45, 19, 0], 'name': 'Sunday'}]","{'lat': 1.3209874, 'lng': 103.7483019}"
4.5,"The ART (Assumption Restaurant for Training) 30 Cashew Rd, Singapore","30 Cashew Rd, Singapore","['restaurant', 'food', 'point_of_interest', 'establishment']",The ART (Assumption Restaurant for Training),ChIJA6QMKKgR2jERfRlvLfuGk2o,13,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 52, 35, 11, 2, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 64, 50, 14, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 50, 26, 11, 5, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 52, 61, 47, 26, 0, 55, 100, 82, 32, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.369797, 'lng': 103.7666688}"
3.7,"Sushi Express 3155 Commonwealth Ave W, B1-30/31, Singapore 129588","3155 Commonwealth Ave W, B1-30/31, Singapore 129588","['restaurant', 'food', 'point_of_interest', 'establishment']",Sushi Express,ChIJIQHPzY8a2jER42zxZkwMuDk,44,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 41, 53, 53, 48, 50, 62, 69, 60, 37, 14, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 58, 62, 53, 42, 41, 58, 78, 75, 46, 16, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 66, 85, 76, 51, 42, 58, 80, 80, 57, 25, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 48, 55, 53, 50, 39, 33, 62, 87, 53, 8, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 55, 60, 50, 30, 21, 33, 60, 66, 41, 10, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 87, 100, 73, 42, 35, 48, 58, 57, 41, 21, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 53, 66, 57, 41, 35, 44, 50, 44, 28, 10, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3155746, 'lng': 103.764567}"
3.9,"Tang Tea House 414 Jurong West Street 42, Singapore 640414","414 Jurong West Street 42, Singapore 640414","['restaurant', 'food', 'point_of_interest', 'establishment']",Tang Tea House,ChIJLzHoAdkP2jERqA-9SXsMtfg,42,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 18, 23, 22, 20, 24, 38, 56, 63, 53, 32, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 24, 27, 23, 15, 15, 27, 44, 54, 52, 36, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 26, 25, 19, 18, 30, 51, 62, 53, 32, 14, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 15, 19, 23, 27, 30, 34, 45, 55, 52, 35, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 19, 23, 24, 25, 30, 44, 61, 74, 74, 60, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 20, 27, 31, 36, 44, 59, 76, 84, 74, 49, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 36, 49, 59, 64, 71, 84, 100, 100, 76, 43, 0], 'name': 'Sunday'}]","{'lat': 1.3528932, 'lng': 103.7259853}"
