name,rating_n,searchterm,populartimes,coordinates,address,rating,id,types
BBQ Box,33,"BBQ Box 262 S Bridge Rd, Singapore 058811","[{'data': [5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 45, 55, 55, 40, 20], 'name': 'Thursday'}, {'data': [10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 45, 75, 100, 95, 70, 35, 15], 'name': 'Friday'}, {'data': [5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 5, 25, 60, 95, 100, 65, 25, 5], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 25, 45, 55, 55, 45, 25, 15], 'name': 'Sunday'}]","{'lat': 1.2819914, 'lng': 103.8450214}","262 S Bridge Rd, Singapore 058811",4.5,ChIJux02Kg0Z2jERAajtnmsY92k,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tim Ho Wan,60,"Tim Ho Wan 68 Orchard Rd, #01-29A, Plaza Singapura, Singapore 238839","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 13, 20, 20, 20, 26, 46, 80, 100, 80, 40, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 53, 66, 66, 40, 20, 13, 26, 40, 26, 26, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 33, 46, 40, 26, 33, 46, 53, 60, 53, 40, 26, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 33, 40, 33, 26, 26, 26, 20, 13, 26, 33, 26, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 53, 86, 80, 53, 53, 46, 26, 13, 26, 46, 40, 20, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 66, 73, 60, 73, 73, 20, 6, 20, 40, 40, 26, 6, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3005711, 'lng': 103.8450307}","68 Orchard Rd, #01-29A, Plaza Singapura, Singapore 238839",3.5,ChIJvQiZfr0Z2jERUvebWU9SrPs,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Etna Italian Restaurant,82,"Etna Italian Restaurant 49/50 Duxton Road, Singapore 089513","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 10, 0, 0, 0, 24, 41, 52, 47, 29, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 24, 0, 0, 0, 22, 56, 75, 55, 21, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 22, 0, 0, 0, 37, 60, 68, 56, 32, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 39, 16, 0, 0, 0, 28, 72, 100, 74, 29, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 27, 0, 0, 0, 31, 59, 83, 83, 59, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 31, 21, 0, 0, 0, 43, 74, 87, 68, 36, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 48, 35, 0, 0, 0, 32, 72, 90, 62, 24, 0], 'name': 'Sunday'}]","{'lat': 1.278317, 'lng': 103.8433826}","49/50 Duxton Road, Singapore 089513",4.5,ChIJVQ_zFW0Z2jERmvcYiSmIuSk,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Don Your Personal Pie Club,3,"Don Your Personal Pie Club 1 Raffles Place, #B1-06, Singapore 048616","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 61, 76, 76, 69, 76, 84, 76, 53, 30, 23, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 76, 92, 84, 76, 92, 100, 100, 76, 46, 23, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 38, 61, 76, 84, 84, 76, 61, 38, 23, 15, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 61, 61, 61, 61, 76, 84, 76, 53, 30, 38, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 53, 46, 46, 53, 61, 61, 61, 53, 38, 23, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2844728, 'lng': 103.8511455}","1 Raffles Place, #B1-06, Singapore 048616",5,ChIJHalrV1EBBBARWZv7GQRVpBQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
The Ramen House,68,"The Ramen House 6 Short St, Singapore 188213","[{'data': [68, 62, 51, 42, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 31, 31, 54, 97, 94], 'name': 'Monday'}, {'data': [45, 25, 65, 57, 54, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 45, 57, 60, 77, 74], 'name': 'Tuesday'}, {'data': [54, 54, 91, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 62, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 45, 57, 62, 60, 57, 62], 'name': 'Thursday'}, {'data': [60, 48, 60, 94, 77, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 68, 80, 62, 60, 65], 'name': 'Friday'}, {'data': [48, 37, 60, 82, 31, 28, 0, 0, 0, 0, 0, 0, 17, 20, 20, 25, 28, 34, 40, 45, 48, 54, 54, 54], 'name': 'Saturday'}, {'data': [51, 48, 42, 37, 31, 22, 0, 0, 0, 0, 0, 0, 2, 5, 8, 11, 17, 25, 34, 45, 54, 62, 68, 71], 'name': 'Sunday'}]","{'lat': 1.3019241, 'lng': 103.8502779}","6 Short St, Singapore 188213",3.8,ChIJBQKLCrwZ2jERJrWMiVJzQsU,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Candlenut,152,"Candlenut 17A Dempsey Road, Singapore 249676","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 56, 46, 0, 0, 0, 62, 92, 100, 78, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 45, 32, 0, 0, 0, 50, 66, 72, 61, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 50, 44, 0, 0, 0, 50, 87, 94, 69, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 54, 36, 0, 0, 0, 62, 89, 99, 83, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 51, 40, 0, 0, 0, 47, 65, 72, 63, 44, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 79, 72, 0, 0, 0, 54, 79, 93, 86, 61, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 77, 59, 0, 0, 0, 59, 76, 77, 65, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3059001, 'lng': 103.8101446}","17A Dempsey Road, Singapore 249676",4.1,ChIJ5ySHC3IZ2jERu-xiMMTjAVE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Loo's Hainanese Curry Rice,49,"Loo's Hainanese Curry Rice 71 Seng Poh Rd #01-49, Singapore 160071","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 22, 44, 61, 86, 100, 63, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 41, 19, 25, 61, 72, 38, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 33, 44, 41, 27, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 33, 38, 30, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 47, 2, 2, 19, 41, 55, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 69, 88, 86, 58, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 13, 47, 58, 66, 80, 63, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2841679, 'lng': 103.8323211}","71 Seng Poh Rd #01-49, Singapore 160071",4.3,ChIJW-ICE1QBBBARxr7aUbEZemg,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Song Fa Bak Kut Teh The Centrepoint 松發肉骨茶,40,"Song Fa Bak Kut Teh The Centrepoint 松發肉骨茶 176 Orchard Rd, Singapore 238843","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 32, 50, 50, 31, 14, 14, 32, 50, 44, 23, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 50, 52, 35, 17, 12, 27, 53, 61, 41, 15, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 28, 43, 46, 35, 18, 10, 14, 29, 42, 39, 24, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 44, 41, 25, 10, 5, 14, 40, 62, 57, 29, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33, 64, 67, 38, 11, 4, 17, 63, 100, 66, 18, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 55, 73, 67, 45, 25, 25, 50, 74, 66, 34, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32, 70, 88, 62, 27, 18, 36, 63, 73, 55, 27, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3024016, 'lng': 103.83984}","176 Orchard Rd, Singapore 238843",4.6,ChIJq51Ft5YZ2jERd4ctVijFKeA,"['restaurant', 'food', 'point_of_interest', 'establishment']"
The Royals Steakhouse,34,"The Royals Steakhouse 10 Jalan Pisang, Singapore 199077","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 22, 18, 25, 37, 52, 52, 37, 20, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 22, 35, 43, 50, 47, 39, 29, 18, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 25, 14, 12, 37, 77, 75, 35, 8, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 29, 33, 37, 52, 81, 97, 83, 47, 18], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 45, 47, 62, 68, 75, 91, 100, 83, 50, 20], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 66, 70, 60, 54, 64, 79, 75, 52, 27, 0], 'name': 'Sunday'}]","{'lat': 1.303311, 'lng': 103.858706}","10 Jalan Pisang, Singapore 199077",4.5,ChIJ44J2LbcZ2jEROS_tXXmYjGU,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Boruto,46,"Boruto 80 South Bridge Road, #01-01, Golden Castle Building, Singapore 058710","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 46, 57, 57, 59, 43, 14], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 28, 43, 49, 57, 50, 18], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 38, 53, 60, 53, 36, 19], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 45, 60, 74, 85, 73, 40], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 56, 85, 100, 90, 63, 35], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 47, 70, 78, 67, 45, 23], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2868655, 'lng': 103.8478296}","80 South Bridge Road, #01-01, Golden Castle Building, Singapore 058710",4.2,ChIJjTPGVAoZ2jERF6s41XH1VHU,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Ki Bar Izakaya,9,"Ki Bar Izakaya 961A Upper Changi Road North, Singapore 507663","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 48, 58, 51, 34, 20, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 48, 65, 55, 27, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 41, 72, 82, 62, 31, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 48, 79, 100, 93, 65, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 79, 93, 55, 17, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3603463, 'lng': 103.9700466}","961A Upper Changi Road North, Singapore 507663",4.9,ChIJY1G8fN882jERPFnJyLgaiBg,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Yazawa,37,"Yazawa 11 Unity St, #01-01 Robertson Walk, Singapore 237995","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 50, 35, 14, 2, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 50, 79, 76, 41, 14], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 79, 100, 55, 14, 2], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 52, 50, 29, 8, 2], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 64, 82, 73, 47, 20], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 55, 73, 58, 26, 5], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 70, 70, 44, 17, 2], 'name': 'Sunday'}]","{'lat': 1.2917801, 'lng': 103.8419257}","11 Unity St, #01-01 Robertson Walk, Singapore 237995",4.3,ChIJD_NT454Z2jERM2vzniSXTbI,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Xian Seafood,18,"Xian Seafood 81 Tagore Ln Singapore 787508 Tagore Ln, Singapore 787508","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 15, 10, 6, 5, 9, 15, 19, 17, 11, 5, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 24, 19, 10, 6, 9, 19, 28, 26, 16, 5, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 15, 13, 8, 4, 3, 8, 18, 22, 15, 5, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 15, 7, 2, 2, 8, 18, 26, 26, 19, 8, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 15, 13, 9, 5, 6, 15, 30, 39, 34, 18, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 8, 7, 7, 11, 24, 42, 52, 47, 29, 12, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 12, 10, 5, 4, 18, 63, 100, 73, 24, 3, 0], 'name': 'Sunday'}]","{'lat': 1.386874, 'lng': 103.8292963}","81 Tagore Ln Singapore 787508 Tagore Ln, Singapore 787508",4.3,ChIJrezFxbYW2jERntTNH8cfMJo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Wee Nam Kee Hainanese Chicken Rice Restaurant,93,"Wee Nam Kee Hainanese Chicken Rice Restaurant 101 Thomson Road, #01-08 United Square, Singapore 307591","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 49, 53, 35, 14, 7, 17, 41, 58, 49, 25, 7, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26, 45, 49, 34, 14, 6, 13, 41, 71, 67, 34, 9, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36, 72, 65, 26, 5, 4, 18, 49, 72, 57, 24, 5, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 60, 71, 43, 14, 8, 23, 55, 76, 64, 32, 9, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 69, 79, 45, 13, 6, 22, 62, 96, 82, 39, 10, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34, 73, 95, 74, 35, 18, 35, 74, 99, 79, 37, 10, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 44, 86, 100, 69, 31, 18, 38, 77, 96, 75, 36, 10, 0], 'name': 'Sunday'}]","{'lat': 1.3170307, 'lng': 103.8438731}","101 Thomson Road, #01-08 United Square, Singapore 307591",4.1,ChIJo_3G2eYZ2jERGaZZV5DH0Lc,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Swensen's,22,"Swensen's 200 Victoria St, Singapore 188021","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 18, 28, 34, 26, 18, 15, 26, 36, 34, 18, 5, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 21, 26, 21, 21, 26, 26, 23, 28, 31, 23, 13, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 28, 31, 28, 18, 18, 31, 47, 44, 31, 18, 5, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 31, 36, 36, 34, 26, 15, 18, 39, 47, 26, 5, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 18, 21, 23, 21, 18, 21, 42, 78, 100, 78, 36, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 13, 18, 23, 23, 26, 34, 44, 52, 47, 52, 71, 52, 15, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 13, 26, 44, 60, 71, 71, 63, 57, 52, 50, 42, 26, 13, 0], 'name': 'Sunday'}]","{'lat': 1.2989745, 'lng': 103.855712}","200 Victoria St, Singapore 188021",2.8,ChIJI8iWvLoZ2jERLytF2IzJvZs,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Si Chuan Dou Hua,17,"Si Chuan Dou Hua 7500 Beach Rd, Singapore 199591","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 33, 23, 0, 0, 0, 14, 42, 57, 47, 19, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 47, 47, 14, 0, 0, 0, 42, 52, 47, 57, 23, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33, 42, 23, 0, 0, 0, 14, 57, 71, 33, 4, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 57, 61, 33, 0, 0, 0, 23, 100, 90, 14, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2999542, 'lng': 103.860291}","7500 Beach Rd, Singapore 199591",3.5,ChIJNbMBmLEZ2jEROolMzkExz1o,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sari Ratu Indonesian Restaurant,87,"Sari Ratu Indonesian Restaurant 20 Pahang St, Singapore 198617","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 43, 47, 35, 18, 10, 10, 13, 13, 11, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 68, 58, 21, 13, 12, 12, 11, 9, 7, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 47, 62, 50, 25, 10, 9, 13, 15, 11, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 33, 52, 51, 31, 12, 5, 7, 12, 13, 9, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 50, 73, 58, 26, 7, 6, 13, 18, 16, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33, 66, 82, 63, 33, 18, 22, 28, 26, 18, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32, 75, 100, 78, 37, 16, 17, 24, 22, 12, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.302179, 'lng': 103.861231}","20 Pahang St, Singapore 198617",4.3,ChIJzd1zRLEZ2jERs7jbELykWkI,"['restaurant', 'food', 'point_of_interest', 'establishment']"
